Genre;Employee or Third Party;Critical Risk;Month;Cleaned_Description;Potential Accident Level Encoded;Positions;Actions;Tools_and_equipment
Male;Third Party;Others;September;surface dining room employee unit collaborator perform chicken habilitation lunch kitchen knife come contact distal second finger leave hand cause injury describe accident employee use specific height glove type work;3;Collaborator;Perform, Contact, Cause injury, Describe accident;Kitchen knife, Glove
Male;Employee;Others;September;maintenance work vertical pump zinc concentrate mechanic perform lift maneuver able position pump drawer instant pump clog reduce space work area order release pump place young lady low part time release turn untimely hit middle finger injure person right hand trellex;4;Mechanic;Perform lift maneuver, Release pump, Turn, Hit, Injure, Reduce space;Vertical pump, Trellex
Male;Employee;Suspended Loads;September;section row cell Employee perform anode lift correct short circuit auxiliary hoist nylon sling time sling release anode hit right hand cause injury Employee see medical transfer clinic external evaluation;4;Employee;Perform lift, Correct short circuit, Release, Hit, Cause injury;Auxiliary hoist, Nylon sling
Male;Employee;Others;September;check list area ​​the survey operator slip foliage leucena fall;2;Operator;Check list, Slip, Fall;list
Female;Employee;Venomous Animals;September;participate general dds hold outside area ​​the central locker room employee bite bee;2;Employee;Participate, Hold, Bite;Central locker room
Male;Employee;Others;September;employee report perform maintenance activity pump tunnel tc pull rotor strike piece mallet slip hand reach low left leg cause injury;2;Employee;Perform maintenance activity, Pull;Pump, Tunnel, Rotor, Piece, Mallet
Male;Third Party;Others;September;try release pipe hdp pipe 50 m long diameter stuck support mesh master loader assistant pull pipe release it pipe release hit lateral cheekbone eyelid Employee right generate describe injury;4;Master loader, Assistant, Employee;Try, Release, ;Pipe, Support mesh
Female;Employee;Others;September;city conchucos ancash participate patronal feast represent company mount horse ceremony throw fruit toy people attend public event noise material pyrotechnic people trying collect gift cause horse close horse frighten kick hit low limb;4;Employee;Mount horse;Horse, Fruit, Toy, Pyrotechnic material
Male;Employee;Suspended Loads;September;employee remove strap chemical container project reach low lip anterior chest strap contaminate caustic soda cause 1st degree burn;2;Employee;Remove strap, Reach, Contaminate;Chemical container, Strap, Caustic soda
Male;Third Party;Others;September;cut vegetation open bite sickle assistant strike vine twice liana ruptured branch project face auxiliary cause cut upper lip;1;Assistant;Cut vegetation, Strike vine, Rupture branch, Cause cut;Sickle
Male;Third Party;Pressed;September;september approximately pm preventive maintenance g2142 debarking machine bear assembly anode clean roller fitting bear final position staff chisel pound rope position bear Employee place leave hand near head chisel warps circumstance splinter embed proximal thumb leave hand immediately collaborator communicate supervisor evacuate medical review;2;Staff, Collaborator, Supervisor;Perform preventive maintenance, Clean roller, Position bear, Pound rope, Place, Leave hand near head, Warp, Embed splinter, Communicate, Evacuate;Chisel, Rope
Male;Employee;Pressurized Systems;September;employee report monitor existence borehole tubing thermal recovery boiler ustulation area window strike projection heated air reach face right forearm;4;Employee;Monitor;Borehole tubing, Thermal recovery boiler, Window, Heated air, Projection
Male;Third Party;Fall;September;collaborator be clean leave return borehole brapdd slip canva edge well hit right metal structure mudswathe box cause slight excoriation employee refer local hospital medicate release activity;1;Collaborator;Clean, Slip, Hit, Cause, Refer, Medicate, Release;Metal structure, Mudswathe box
Male;Third Party (Remote);Blocking and isolation of energies;September;employee perform maintenance blower residual water projection occur face attempt remove ppe injure person contact contaminate glove right eye cause irritation;2;Employee;Perform maintenance, Occur, Contaminate;Blower
Male;Third Party;Others;September;lubricate technician oil filling reducer d which notice oil leak tear connection hose reducer correct leak work finish go lubricant workshop remove glove observe hand affect contact hot surface go medical center treat;2;Technician;Lubricate, Notice, Correct, Finish, Remove, Observe, Affect, Contact, Go, Treat;Oil, Reducer, Hose, Glove, Hot surface
Male;Third Party;Others;September;maintenance access moment assistant place mini split set adapter clamp locked return initial position hit collaborator hand cause described injury time accident team sustain area arm jumbo height 80 m floor employee wear rubber glove;3;Assistant, Collaborator;Place, Set, Lock, Return, Hit, Cause, Describe, Sustain;Mini split, Adapter, Clamp, Arm, Jumbo
Male;Third Party;Manual Tools;September;employee prepare rice utensil type skimmer stir inside pressure cooker cable break reach hand cause blunt cut;3;Employee;Prepare;Utensil, Skimmer, Pressure cooker, Cable
Male;Employee;Others;September;circumstance operator bolter go ladder height rest platform floor level slip balance hit handrail operator door time event injure person epp;4;Operator;Go, Rest, Slip, Balance, Hit, Injure;Ladder, Handrail, Door
Male;Employee;Others;September;technician operator head zone lifting container dust zinc section use space base tranquera sardinel slip edge raspándose leave thorax treat medical center local treatment return work area;3;Technician, Operator;Lifting, Use, Slip, Leave, Treat, Return;Container, Base, Tranquera, Sardinel
Female;Third Party;Pressurized Systems;September;55h september Employee carry industrial cleaning outside acid reduction tank d2055 check progress helmet mask moment pipe release secure pressure clamp for water air impacting lip;2;Employee;Carry, Check progress, Release, Secure;Industrial cleaning equipment, Pipe, Pressure clamp
Male;Third Party;Others;September;be approximately isidro torre perform pipe standardization cx nv moment lift air pipe spike seat pipe impact Employee safety guard;2;Employee;Perform pipe standardization;Air pipe, Spike, Seat, Safety guard
Male;Employee;Others;September;be approximately mechanic remove bolt nipple pump lime feeder reactive area mechanic position slightly flex leg perform upward force hand moment feel pain spume right thigh mechanic evacuate help colleague medical post;1;Mechanic;Remove bolt, Perform upward force;Nipple, Pump, Lime feeder, Reactive area
Male;Third Party;Others;October;be approximately maintenance workshop ee unicon circumstance mechanical technician place protective plate kg mixkret fuel tank moment attempt bolt protective plate slip hand fall directly instep leave foot cause injury describe;3;Technician;Place, Attempt, Slip, Fall, Cause, Describe;Protective Plate, Bolt
Male;Third Party;Others;October;be mixkret operator washing mixkret hose water pressure necessary change location right leave proceed pull hose slip feel leave foot bend;2;Operator, Mixkret operator;Change location, Pull, Slip, Feel, Leave, Bend;Hose
Male;Employee;Pressed;October;carry supply operation zinc powder container crane it employee close low lock container make movement push lock excessive effort thumb right hand cause sprain;3;Employee;Carry, Supply, Close, Lock, Make movement, Push;Zinc powder container, Crane
Male;Employee;Pressed;October;withdrawal cathode sample employee come press finger tool cut sample;2;Employee;Withdraw, Come, Press;Cathode sample, Tool
Male;Third Party;Others;October;intersection level main road access south ramp collaborator having free tube inch diameter gable descended hold pipe fourth step telescopic aluminum ladder approximately meter floor point clamp point gable lift lifting tube pull Employee cause lose balance fall height meter describe injury occur;4;Collaborator;Hold, Lift, Pull;Tube, Telescopic aluminum ladder, Clamp
Male;Employee;Others;October;probe bore bapdd00146 hour polling assistant perform maneuver descend rod lead rod gutter lean suitably come escape gutter return easel hand slip little finger rod easel realize shaft return release it immediately little finger partially hit rim rod easel result cut auxiliary take hospital attend to wound result point release administrative activity;3;Assistant;Perform maneuver, Descend;Probe, Rod, Gutter, Easel, Rim
Male;Third Party;Others;October;office incimmet circumstance environment set place clean material wooden strip place staircase structure container strip cut size accident victim coordinate partner pressure hammer hold right hand frame pressure place strip push container create opening corrugate iron wall time continue hit ribbon fall cause wall container return initial position press tip little finger right hand corrugate iron cause accident;2;Partner;Set place, Clean, Create opening, Push;Wooden strip, Hammer, Container, Frame, Corrugated iron, Ribbon
Male;Third Party (Remote);Others;October;area ​​equipment inspection staff atenuz ee try remove hydraulic hammer safety lock excavator mechanical lubricator hold right hand hattype chisel equipment mechanic hit chisel pound rubber bump remove safety point blow fall edge hattype protector cause slip strike fourth finger lubricant mechanic right hand generate describe injury time accident lubricator mechanic glove type pad;4;Mechanic;Try to remove, Hold, Hit, Pound, Remove, Blow, Fall, Slip, Strike, Generate, Describe;Hydraulic hammer, Safety lock, Excavator, Chisel, Rubber bump, Hattype protector, Lubricant, Glove
Male;Employee;Others;October;approx hrs mr secondary crush operator retire snack find gate chute strip open approach close gate moment operator mr upper platform coordinate operator control room start strip moment startup product project particle 10x6x5 cm impacting flange gate project height lense respirator mr;4;Secondary crush operator, Coordinator, Operator, Control room staff;Retire, Find, Strip open, Approach, Close, Coordinate, Start, Impact, Project, Startup;Gate, Chute, Control room equipment, Flange, Lens, Respirator
Male;Employee;Chemical substances;October;employee clean near area ​​the pneumatic conveyor hit drop sulfuric acid upper lip;3;Employee;Clean, Hit, Drop;Pneumatic conveyor, Sulfuric acid
Male;Third Party (Remote);Others;October;employee assist support gate tie canvas frame press rope canvas stretch metal structure move come wooden support fall strike employee face cause cut right superciliary;2;Employee;Press, Stretch, Move, Assist, Tie;Canvas, Frame, Rope, Metal structure, Wooden support
Male;Employee;Others;October;phase operator carry removal inchancanble reciprocate feeder remove split set support rope staff support leave hand structure protection fall moment split set come load hit distal phalanx fifth finger leave hand generate describe injury;4;Operator;Carry, Remove, Support, Leave, Hit, Generate, Describe;Reciprocate feeder, Split set, Support rope, Hand structure protection
Male;Third Party;Others;October;circumstance assistant arrange advance hose flexible nylon of diameter proceed water shot fire position zone support deteriorate blast moment give block rock 25cmx10cmx5 cm kg roof work height meter fall hit rebound leave leg collaborator cause described injury;4;Assistant, Collaborator;Arrange, Fire, Block;Hose, Flexible nylon, Water, Blast, Rock, Roof
Male;Third Party;Others;October;inside diamond drill positive drill moment control tube rescue fisherman winch cable break untimely develop whiplash effect impact left hand drill assistant cause described injury time accident drill assistant platform 0 m frame hycrontype safety glove;4;Drill assistant, Fisherman;Control, Rescue, Break, Develop, Impact, Cause, Describe;Diamond drill, Winch, Cable, Drill, Frame, Safety glove
Male;Employee;Pressurized Systems;October;employee clean thermal recovery boiler air boom loosen pipe connection draw jet compress air right ear cause impact noise;3;Employee;Clean, Loosen, Draw;Thermal recovery boiler, Air boom, Pipe connection, Jet, Compress air
Male;Employee;Others;October;activity loading explosive level gts fall rock fragment reach right arm blaster cause cutblunt;4;Blaster;Loading, Fall, Reach, Cause;Explosive
Male;Third Party;Others;October;circumstance mechanical technician work colleague arrange accommodate spare rollover small platform cart floor squat collaborator decide push side time edge rollover imprison finger leave hand handle cart right side cause wound finger leave hand time accident employee respective glove;4;Technician;Arrange, Accommodate, Push, Imprison, Cause;Small Platform Cart, Handle
Male;Employee;Others;October;ore load lt locomotive complete penultimate car derail 7th car presence fragment rock railway line weight car mineral ton track mining car victim make use metal tube length meter diameter maneuver reposition mining car moment metallic tube lose stability imprison victim hand strut mining car collaborator time event use leather glove;4;Victim, Collaborator;Load, Derail, Maneuver, Reposition, Imprison, Make Use;Metal Tube, Strut
Male;Employee;Others;October;time heavy equipment operator get equipment check right headlight defective scooptram position rim position leave leg slide cause heavy equipment operator fall height;4;Operator;Check, Position, Leave, Slide, Fall;Rim
Male;Employee;Others;October;alimak chimney level alimakero driller assistant position main cage guard head proceed perform rock untie chimney time teacher perceive spark rock communicate assistant prevent fall rock 0x080x0 guard head fragment fragment fall chain rebound rub operator right hand generate describe injury;4;Driller assistant, Operator;Position, Perform, Untie, Communicate, Prevent, Perceive, Fall, Rub, Generate, Describe;Alimak, Cage, Guard, Chain
Male;Employee;Pressed;October;activity place board rack exchange fabric filter plate inclined try plate correct position plate arm press right hand structure easel;4;Employee;Place, Exchange, Try, Correct position, Press;Board rack, Fabric filter, Plate, Structure, Easel
Male;Employee;Others;November;observe pulp overflow overflow reception drawer thickener filter operator approach verify operation c7 pump making sure stop press keypad start pump get start proceed remove guard manipulates motor pump transmission strip leave hand imprison pulley motor transmission belt;5;Operator;Observe, Verify, Stop, Press, Start, Proceed, Remove, Manipulate, Strip;Keypad, Pump, Guard, Motor, Transmission, Pulley, Belt
Male;Employee;Others;November;mr having complete change guide pole conveyor belt collaborator move belt remove tecl pass stair get observe moment collaborator drop inchancable weight approx kg entrance platform chute discharge height meter iron graze forearm finally hit left foot height instep;4;Collaborator;Move, Remove, Observe, Drop, Graze, Hit;Conveyor belt, Guide pole, Tecl
Male;Employee;Others;November;ignite furnace battery reflux hot gas reach face employee;2;Employee;Ignite furnace, Reflux hot gas;Furnace, Battery, Hot gas
Male;Employee;Others;November;approximately be mr approach c150 dry tower placement blanket cover entrance manhole tower moment manhole cover rest rail slide impact right leg;4;Employee;Approach, Placement, Cover entrance, Rest;C150 dry tower, Blanket, Manhole cover, Rail
Male;Employee;Plates;November;hrs cathode go pre estripe sheet detach bend cathode position operator assistant lift cathode head position tranfer moment detach sheet exert pressure cathode hit palm leave hand operator head transfe activity paralyzed collaborator refer medical post head guard;2;Collaborator, Operator, Assistant;Detach, Bend, Lift, Transfer, Exert pressure, Hit;Sheet, Cathode, Head guard
Male;Third Party;Others;November;Employee césar injure nilton receive order immediate supervisor carry assembly activity brace length approximate weight kg structure nro belt say collaborator lift brace approach installation point leave end ground rest corner pedestal approximate height cm carry plan work injure person lift end floor turn position assembly moment end fall generate imprisonment finger leave hand staff take medical center supervisor;4;Supervisor, Collaborator;Carry, Assemble, Lift, Approach, Install, Turn, Rest, Generate, Imprison;Brace, Structure, Belt, Pedestal
Male;Third Party;Others;November;region povoado vista martinópole ce employee perform soil collection activity field auxiliary diassis nascimento be cross fence glove attach wire body project forward cause slight twist leave wrist team travel city granja employee refer hospital consultation doctor diagnose fracture prescribing remedy local pain ice pack medical evaluation employee carry activity normally;1;Employee;Perform, Collect, Cross, Attach, Project, Travel, Refer, Diagnose, Prescribe, Evaluate, Carry;Glove, Wire, Ice Pack
Male;Employee;Others;November;operator descend ladder sailor step fall floor go 3er step fall hit head Employee chin strap helmet safety element reduce injury blow treat medical center local treatment refer clinic reevaluation;4;Operator;Descend, Step, Fall, Hit, Treat, Refer;Ladder, Helmet
Male;Employee;Others;November;approx be mr mesh place ventilation plug ladder try wire tie suddenly imbalance manipulation tool fall step propiciándose blow right knee wound wrist right hand later evacuate post receive aid;2;Employee;Place, Try, Manipulate, Fall, Receive Aid;Mesh, Ventilation Plug, Ladder, Wire Tie
Male;Employee;Others;November;employee report initiate rlc loading activity perform emulsion preparation use displacement small rock fragment ceiling reach left forearm;2;Employee;Report, Initiate loading activity, Perform emulsion preparation, Use displacement;Small rock fragment, Ceiling
Male;Third Party;Others;November;level dining room collaborator finish wash tabolas food container dimension cm proceed order pink thumb right hand corner aluminum tabola generating lesion employee time accident safety glove;1;Collaborator;Finish, Wash, Proceed, Order, Generate;Food Container, Aluminum Tabola
Male;Employee;Others;November;exchange shockbeare housing employee sledgehammer hit pipe stage activity hammer hit stepladder close come hand tool project left hand thumb hold piece;3;Employee;Exchange, Hit, Hammer, Hold;Sledgehammer, Pipe, Stepladder, Hand Tool
Male;Third Party;Others;November;welder complete welding work reinforce form deepen walk distant truck mt point welder step fragment rock 10 cm 5 cm approx generate foot flex generate injury Employee;2;Welder;Complete welding work, Reinforce, Deepen, Walk, Step, Generate injury;Truck
Male;Employee;Others;December;activity chuteo ore hopper op5 operator locomotive park equipment hopper fill car moment blow release load mud flow suddenly appear presence rock fragment personnel direction flow cover mud;4;Operator;Park equipment, Fill car, Release load, Cover mud;Hopper, Locomotive
Male;Employee;Others;December;activity chuteo ore hopper op5 operator locomotive park equipment hopper fill car moment blow release load mud flow suddenly appear presence rock fragment personnel direction flow cover mud;4;Operator;Park equipment, Fill car, Release load, Cover mud;Hopper, Locomotive
Male;Third Party;Others;December;activity chuteo ore hopper op5 operator locomotive park equipment hopper fill car moment blow release load mud flow suddenly appear presence rock fragment personnel direction flow cover mud;4;Operator;Park equipment, Fill car, Release load, Cover mud;Hopper, Locomotive
Male;Employee;Suspended Loads;December;time mechanic perform removal 1tm engine positive slope key tyrfor time 1st welder tighten key weight pull chain eyebolt hold click roof work break transversely cause fall key hit helmet welder mechanic cause cervical contracture tirfor activity second protection prevent engine fall;4;Mechanic, Welder;Perform removal, Tighten key, Pull chain, Hold, Break, Cause fall, Hit, Prevent engine fall;Key, Tyrfor, Chain, Eyebolt, Roof work, Helmet
Male;Third Party (Remote);Others;December;time employee lower metal sheet 5mx18 m 80 kg floor height cm assembly assistant timely remove hand trap ring finger iron loose earth cause contusion ring finger collaborator time event use maneuver glove;3;Assembly assistant;Lower metal sheet, Remove hand;Metal sheet, Iron, Maneuver glove
Male;Third Party (Remote);Others;December;withdrawal metal form support screw inside bolt chain holder loosen employee helper exert force combination wrench bolt come loosen immediately press ring finger employee right hand support;3;Helper;Withdrawal metal form, Exert force, Loosen bolt, Press ring finger;Support screw, Bolt, Chain holder, Combination wrench
Male;Third Party;Others;December;hour moment mr tipper operator readjust nuts rear tire right vehicle wheel wrench tube extension generate great force torque mr hold back suffer contusion palm right hand extension partner slip hand;2;Operator;Readjust nuts, Hold back;Wheel wrench, Tube extension
Male;Employee;Others;December;enter caustic soda containment basin place hose suction stage steam formation strike employee right leave calf;2;Employee;Enter containment basin, Place hose, Perform suction;Caustic soda containment basin, Hose, Steam formation
Male;Third Party (Remote);Others;December;activity revegetation slope pit pit ii employee hit sledgehammer rod installation lifeline hit right leg cause slight excoriation;2;Employee;Perform revegetation, Install rod, Hit;Sledgehammer, Lifeline, Rod
Male;Employee;Others;December;perform doosan rb equipment hammer repair employee try remove suspender support pound rope moment receive blow brace bolt cause splinter release expelling impacting low left limb cause metal embed it collaborator notice immediately;3;Collaborator;Try to remove suspender support, Pound rope;Doosan RB equipment, Hammer, Brace bolt
Male;Third Party (Remote);Others;December;employee report perform activity area ​​the coordination hit dust ustulado cause irritation eye region;2;Employee;Coordinate, Hit;Dust
Male;Third Party;Others;December;december accessory couple gun hose high pressure pump bap clean demister cool tower g2172 carry complete coupling turn bap start start test moment hose come gun hit mr hold gun;2;Employee;Couple gun hose, Clean demister, Carry, Complete coupling, Turn, Start test, Hold gun;Gun, Hose, High pressure pump, Demister, Cool tower G2172
Male;Employee;Others;December;employee report return anode easel bump easel come swing hit right shoulder cause bruise;3;Employee;Report, Return anode, Bump easel, Come swing, Hit;Anode, Easel
Male;Third Party;Others;December;happen maintenance bolter equipment collaborator use carpenter hammer able remove link chain advance drilling machine moment hit chain partner hit structure beam divert path hammer cause strike leave hand;4;Collaborator;"Use carpenter hammer, Remove link chain, Advance drilling machine, Hit chain

";Bolter equipment, Carpenter hammer, Drilling machine
Female;Third Party;Others;December;maid walk electrolysis area stumble fell bathroom room;2;Maid;Walk;Electrolysis area, Bathroom
Male;Employee;Others;December;circumstance operator perform lift inch vitaulic pipe imprison structure rail truck instant push pipe right hand return initial position hit middle finger employee cause bruise;3;Operator;Perform lift, Push pipe, Return initial position;Inch Vitaulic pipe, Structure rail truck
Male;Third Party;Others;December;perform movement bar room place calibrator mr push bar hand turn it moment imprison middle finger leave hand bar ahead;4;Calibrator;Perform movement, Push bar, Turn it;Hand bar, Calibrator
Male;Third Party;Others;December;employee report perform solder activity hit eye region dust find thermal insulation cause irritation;2;Employee;Report, Perform solder activity, Hit eye region, Find thermal insulation;Dust, Thermal insulation
Male;Third Party;Others;December;end unleash saturated material talus crest bank rugged taut rope leave work area tension moment loose material slope crumble height stool 3 m project fragment 6cmx2cmx1 cm 26gr rub right cheek cause injury time event area isolate collaborator epp correspond activity;4;Collaborator;Unleash, Leave work area, Isolate, Correspond;Saturated material, Taut rope, Stool, Fragment
Male;Third Party;Others;December;level geology surface master temporarily repair water leakage inch diameter metal distributor make cut rim chamber strip 4 cm wide 100 cm long make cutter partner stretch camera cut force edge cutter make contact index finger leave hand cause superficial cut time event Employee wear boss glove;3;Master, Partner, Employee;Temporarily repair, Make cut, Stretch, Cut, Make contact;Metal distributor, Cutter, Camera, Boss glove
Male;Employee;Others;December;mr withdraw foam ajax oven metal spoon foam waste container moment splash slag residue impact face generate surface burn Employee wear face mask;2;Employee;Withdraw, Splash, Generate;Foam, Metal spoon, Foam waste container, Face mask
Male;Employee;Others;December;employee report try remove plate overflow system ustulador oven 5th finger right hand press tool wrench extension overflow flange ustulador oven locate performer;4;Performer;Remove plate, Press;Overflow system, Tool, Wrench, Extension, Overflow flange, Oven
Male;Third Party;Others;December;hour mr want climb starter board remove fan stand unstable reel and drive fall frontally height 98 m;5;Employee;Want to climb;Starter board, Fan, Stand, Reel, Drive
Male;Third Party;Others;December;approximately pm alpha operator mr heading decide stop equipment accommodate light leave side manipulating support lighthouse catch fifth finger right hand protection grid support;4;Operator;Stop equipment, Accommodate light, Manipulate support;Lighthouse, Protection grid support
Male;Third Party (Remote);Pressed;January;hour mr perform erase earthenware section turn machine alizado iron concrete tour abruptly imprison left hand command equipment metal structure cause atriction leave hand;2;Employee;Perform, Turn, Abruptly imprison;Machine, Alizado iron, Concrete, Equipment, Metal structure
Male;Third Party;Projection;January;volvo workshop time cut steel plate thickness in installation mt scoop lip equipment injure feel discomfort eye time accident collaborator use epp soldering iron lens adjustment presence respirator;4;Collaborator;Cut steel plate, Install scoop lip, Adjust presence respirator;Scoop lip, Soldering iron, Lens, EPP, Respirator
Male;Employee;Others;January;mechanized support activity level tajo lift support mesh platform scissor equipment employee stumble feel pain heel left foot;3;Employee;Stumble;Mechanized support, Support mesh, Platform, Scissor equipment
Male;Employee;Pressed;January;preparation scaffold activity employee loading piece designate place finger press metal piece move;1;Employee;Loading piece, Designating place, Moving;Metal piece
Male;Employee;Others;January;make change support vertical pump zinc mechanic raise beam in kg end height injure person knee slip hand cause injury describe;4;Mechanic;Make change, Raise beam, Describe injury;Support vertical pump, Beam
Male;Employee;Cut;January;be deslaminator stop untimely operator lower lock machine verify failure detect lock sheet basket manipulator operator try arrange sheet manually pull sheet cut palm right hand edge sheet refer medical center attention;3;Operator;Stop machine, Lower lock, Verify failure, Detect lock, Arrange sheet manually, Pull sheet, Cut palm, Refer medical center;Lock, Sheet, Basket, Manipulator
Male;Employee;Projection/Burning;January;employee perform withdrawal electrical failure engine control drawer check exchange fuse close door drawer energize drawer moment arc open reach face employee forearm cause minor burn;4;Employee;Perform withdrawal, Check, Exchange, Close door, Energize drawer, Reach;Electrical failure engine, Control drawer, Fuse, Arc
Male;Third Party;Others;January;circumstance Employee hit support drill beam advance cylinder align base beam hole beam place bolt mechanical hammer slip inertia mechanic hand hit edge beam cause injury time accident employee ppe activity;3;Mechanic;Hit support, Advance cylinder, Align base, Place bolt, Slip, Inertia mechanic hand, Hit edge, Cause injury;Drill, Beam, Cylinder, Base, Bolt, Mechanical hammer
Male;Employee;Others;January;level access scissor perform sustain activity drilling drill install lifting electrowelde mesh square meter 6 m 2 m weight kg approximately team platform assistant slip feel pain inner edge right knee;3;Assistant;Perform, Sustain activity, Drill, Install;Scissor lift, Drill, Electroweld mesh, Platform
Male;Third Party;Fall prevention;January;auxiliary general service month day work perform activity soil collection movement equipment point hold lever encounter piece slope ground interlace vegetation cause fall leave tool hold rapid fall prevent employee lean cause shock elbow ground employee continue activity point sample collection feel arm bother;4;Auxiliary, General Service;Perform activity, Collection of soil, Hold lever, Encounter piece, Move equipment, Interlace vegetation, Prevent fall, Lean, Cause shock, Continue activity, Feel bother;Lever
Male;Third Party (Remote);Manual Tools;January;reduction activity tube employee attach tube walrus hit tube hammer untie walrus reach finger;2;Employee;Attach, Hit, Untie, Reach;Tube, Walrus, Hammer
Male;Third Party;Projection;January;activity settle concrete block ventilation plug wall cx level circumstance Employee set union concrete block polyethylene pipe diameter pick spike hit hit Employee protector;4;Employee;Set concrete block, Hit, Place, Set;Ventilation plug, Concrete block, Polyethylene pipe, Pick spike, Protector
Male;Employee;remains of choco;January;level tajo area complete drilling drill loading operator remove bit jumbo arm walk crew cabin crown work fragment rock pass cocada mesh and impact helmet rebound hit right shoulder operator generate describe injury;3;Operator, Crew;Complete drilling, Remove bit, Walk, Pass, Impact, Rebound, Hit;Drill, Jumbo arm, Helmet, Cocada mesh
Male;Employee;Liquid Metal;January;approach furnace process melt ingot strike liquid metal projection;4;Employee;Approach, Melt, Strike;Furnace, Ingot, Liquid metal
Male;Employee;Others;January;routine slimme activity kiln battery employee begin remove waste inside crucible aid skimmer feel pain leave shoulder;4;Employee;Begin, Remove, Aid;Kiln, Crucible, Skimmer
Male;Third Party (Remote);Fall prevention;January;hour mr moinsac carry work assemble water line climb cat ladder approximate height meter vanishe fall hit way transfer medical center attention;4;Employee;Carry, Assemble, Climb;Water line, Cat ladder
Male;Third Party;Manual Tools;January;manipulate material master drill truck operator decide space move radiator moment driver truck imprison little finger leave hand bar;3;Operator;Manipulate material, Decide, Move, Imprison, Leave;Master drill, Radiator, Bar
Male;Third Party (Remote);Others;January;employee engage removal material excavation level shovel placing bucket day material fall pipe employee boot friction boot calf cause superficial injury leg;1;Employee;Engage removal, Excavation, Place, Fall, Cause;Shovel, Bucket, Shovel
Male;Third Party (Remote);Others;January;employee engage removal material excavation level shovel placing bucket day material fall pipe employee boot friction boot calf cause superficial injury leg;1;Employee;Engage removal, Excavation, Place, Fall, Cause;Shovel, Bucket, Shovel
Male;Third Party;remains of choco;January;be 179th block moment messrs injure clean 14th drill radial mesh incline shape right gable moment detache fragment rock 5x5x2 cm impact shoulder;4;Employee;Injure, Clean, Detach, Impact;Drill, Radial mesh, Rock fragment
Male;Third Party (Remote);Fall;January;employee transit grs area come slip suffering twist leave knee;3;Employee;Transit, Slip, Suffering, Twist;grs area
Male;Third Party;Venomous Animals;January;be activity collect soil collaborator run branch attack maribondo bite twice head pain swell allergic symptom continue activity;1;Collaborator;Collect soil, Run, Attack, Bite, Continue activity;collect soil
Male;Third Party;Others;January;time collaborator pass tubo pvc pipe loader uncover fifth hole obstruct piece rock operator accidentally activate air valve cause loading pipe floor rise suddenly throw pril anfo excess pipe cheekbone eyelid right eye victim;3;Collaborator, Operator;Pass, Uncover, Obstruct, Activate, Cause, Load, Throw;PVC pipe, Loader, Air valve, Pril anfo
Male;Third Party;Vehicles and Mobile Equipment;January;circumstance tipper mv move nv nv operator see congestion equipment unit ramp distance meter access nv decide cab turn vehicle suddenly slide second rung ground hit right forearm region fender rung;3;Operator;Move, See, Decide, Turn, Slide, Hit;Vehicle
Male;Employee;Vehicles and Mobile Equipment;January;moment enter mouth tunel employee move leave locomotive lt locomotive personnel transfer station entrance mouth noticing protrude abutment say locomotive hit right knee metal stirrup note operator continue duty watch reporting happen be extraction supervisor notice discomfort partner knee immediately evacuate natclar reporting control center;3;Operator, Supervisor;Move, Transfer, Notice, Hit, Continue, Watch, Report, Evacuate;Locomotive, Metal Stirrup
Male;Employee;Others;January;assembly activity polypropylene pipe diameter employee step pipe flange twist right foot;3;Employee;Step, Twist;Polypropylene Pipe, Flange
Male;Employee;Vehicles and Mobile Equipment;January;enter interior bodeguero locate litorina convoy displacement litorina derail advance approximately meter operator observe event enter entrance gate paralyze displacement convoy winemaker epps on;4;Bodeguero, Operator, Winemaker;Locate, Observe, Enter, Displace, Derail, Advance;Litorina (train), Entrance Gate
Male;Third Party;Projection/Choco;February;be perform soil activity collaborator pickaxe assist open collection hole strike ferranta ground fragment rock project forehead cause small cut activity paralyze moment necessary doctor employee continue activity normally;2;Collaborator;Perform, Assist, Open, Strike, Collect, Paralyze, Continue;Pickaxe, Ferranta (ground fragment), Collection Hole
Male;Employee;Manual Tools;February;employee perform drilling activity lm17 probe level gps position needle stem come hit left hand ring finger retraction box cause superficial injury;3;Employee;Perform, Hit, Retract, Cause, Injure;LM17 Probe, GPS, Needle Stem, Box
Male;Employee;Others;February;pm perform geological mapping activity geologist accompany geologist luciano do santo dayme crossing fence barb wire know region goat fence base 60 cm height rod interlace horizontally upwards little barbed wire barb 20 cm jump fence fence manage sweep vegetation leave foot support foot ground stump approximately 10 cm 1 cm come break sole boot cause perforation leave foot height finger;2;Geologist;Perform, Accompany, Cross, Jump, Manage, Sweep, Leave, Break, Cause, Perforate;Barb Wire, Fence, Boot
Male;Third Party;Others;February;collaborator complete misalignment nut leave chute scraper strip no get turn hit head guard rail hit lense generate injury;2;Collaborator;Complete, Leave, Strip, Get, Turn, Hit, Generate;Nut, Chute, Scraper, Guard Rail, Lense
Male;Employee;remains of choco;February;Employee perform chuteo ore hopper second car perceive slip water mud hopper decide leave platform second rung ladder access water increase fragment rock slide hit Employee cause fall hit right forearm leave knee;5;Employee;Perform, Perceive, Slip, Decide, Leave, Access, Increase, Slide, Hit, Cause, Fall;Chute, Hopper, Ladder
